Status,From (Envelope),From (Header),To,Subject,Sent Date/Time,IP Address,Attachment,Route,Info,Spam Score,Spam Detection
Archived,<marketing5192@spam.mail>,<marketing5192@spam.mail>,<user@example.com>,Click here for amazing deals,Mon Sep 22 00:32:59 EDT 2025,220.97.92.33,,internal,IP Found in RBL,25,Moderate
Archived,<noreply4805@fake.domain>,<noreply4805@fake.domain>,<user@example.com>,Congratulations! You are a winner!,Fri Sep 26 21:38:28 EDT 2025,189.219.114.63,,outbound,Attempt Greylisted,49,Moderate
Held,<promo864@marketing.buzz>,<promo864@marketing.buzz>,<user@example.com>,You have won $8685!,Sun Sep 14 02:38:33 EDT 2025,188.113.38.105,,inbound,Attempt Greylisted,116,Moderate
Bounced,<admin.brown@organization.org>,Admin.Brown <admin.brown@organization.org>,<user@example.com>,Welcome to University Portal,Thu Sep 11 23:52:25 EDT 2025,74.68.138.126,,outbound,IP Found in RBL,0,
Bounced,<contact@consulting.com>,Contact <contact@consulting.com>,<user@example.com>,Account security notification,Fri Sep 12 02:30:27 EDT 2025,127.0.215.45,,outbound,Attempt Greylisted,0,
Archived,<david.brown@research.org>,David.Brown <david.brown@research.org>,<user@example.com>,Account security notification,Fri Sep 26 19:59:38 EDT 2025,192.168.139.148,,inbound,Awaiting indexing,11,
Archived,<promo884@phishing.com>,<promo884@phishing.com>,<user@example.com>,Lose weight quickly with this trick,Wed Sep 10 01:27:31 EDT 2025,186.155.27.127,,internal,,33,Moderate
Archived,<admin.brown@corporate.com>,Admin.Brown <admin.brown@corporate.com>,<user@example.com>,Conference registration confirmed,Sun Aug 31 23:08:19 EDT 2025,66.117.90.133,,inbound,,15,
Archived,<contact@corporate.com>,Contact <contact@corporate.com>,<user@example.com>,Account security notification,Sun Aug 31 02:34:54 EDT 2025,127.0.10.50,Has Attachment,internal,,0,
Archived,<david.jones@finance.com>,David.Jones <david.jones@finance.com>,<user@example.com>,Invoice #66154 from CloudInc,Wed Sep 10 16:30:38 EDT 2025,192.168.231.161,,internal,,9,
Archived,<contact@corporate.com>,Contact <contact@corporate.com>,<user@example.com>,Conference registration confirmed,Mon Sep 01 01:48:52 EDT 2025,74.17.39.234,,inbound,Indexed and archived,9,
Bounced,<offers66@promo.biz>,<offers66@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Sat Sep 27 10:56:31 EDT 2025,199.231.44.1,,outbound,Indexed and archived,1,Moderate
Archived,<admin@tech.com>,Admin <admin@tech.com>,<user@example.com>,Invoice #25452 from TechCorp,Mon Sep 08 19:00:50 EDT 2025,66.2.188.156,Has Attachment,inbound,,0,
Archived,<offers45@untrusted.biz>,<offers45@untrusted.biz>,<user@example.com>,FREE trial - act now!,Sun Sep 07 20:16:49 EDT 2025,182.181.123.152,,inbound,,39,Moderate
Archived,<promo739@promo.biz>,<promo739@promo.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Mon Sep 01 13:57:16 EDT 2025,195.88.146.56,,internal,,42,Moderate
Held,<support.smith@company.com>,Support.Smith <support.smith@company.com>,<user@example.com>,Project update - Software Update,Thu Sep 18 02:40:26 EDT 2025,172.29.180.84,,outbound,Awaiting indexing,0,
Deferred,<jane.brown@university.edu>,Jane.Brown <jane.brown@university.edu>,<user@example.com>,System maintenance notification,Sat Sep 06 10:24:35 EDT 2025,66.216.103.137,,inbound,,0,
Archived,<deal303@untrusted.biz>,<deal303@untrusted.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Thu Sep 18 21:01:55 EDT 2025,186.125.251.49,,internal,Indexed and archived,7,Moderate
Bounced,<sarah.smith@business.net>,Sarah.Smith <sarah.smith@business.net>,<user@example.com>,Monthly report - September,Fri Sep 26 02:26:01 EDT 2025,74.23.159.191,,internal,,0,
Bounced,<noreply3248@spam.mail>,<noreply3248@spam.mail>,<user@example.com>,Secret method to earn $5025,Tue Sep 23 00:53:45 EDT 2025,204.92.160.213,,internal,,18,Moderate
Archived,<lisa.jones@gmail.com>,Lisa.Jones <lisa.jones@gmail.com>,<user@example.com>,System maintenance notification,Tue Sep 02 09:54:51 EDT 2025,192.168.130.61,,outbound,Attempt Greylisted,0,
Archived,<sarah.johnson@institution.edu>,Sarah.Johnson <sarah.johnson@institution.edu>,<user@example.com>,Monthly report - September,Fri Sep 26 05:51:24 EDT 2025,10.58.95.76,,outbound,,0,
Archived,<promo646@spam.mail>,<promo646@spam.mail>,<user@example.com>,Lose weight quickly with this trick,Sat Sep 27 18:07:28 EDT 2025,182.199.129.251,,internal,,32,Moderate
Archived,<mike.brown@company.com>,Mike.Brown <mike.brown@company.com>,<user@example.com>,Conference registration confirmed,Tue Sep 09 16:59:28 EDT 2025,74.120.196.18,Has Attachment,internal,Message Hold Applied - Spam Signature policy,0,
Held,<promo308@malicious.org>,<promo308@malicious.org>,<user@example.com>,Click here for amazing deals,Thu Sep 11 15:10:14 EDT 2025,204.202.64.168,,outbound,Awaiting indexing,133,Moderate
Bounced,<offers23@malicious.org>,<offers23@malicious.org>,<user@example.com>,Exclusive offer just for you,Thu Sep 11 23:29:14 EDT 2025,214.227.105.241,,inbound,Awaiting indexing,30,Moderate
Archived,<marketing1219@spam.mail>,<marketing1219@spam.mail>,<user@example.com>,Exclusive offer just for you,Tue Sep 02 00:41:02 EDT 2025,181.195.51.1,,inbound,Message Hold Applied - Spam Signature policy,43,Moderate
Deferred,<offers60@scam.net>,<offers60@scam.net>,<user@example.com>,Secret method to earn $5111,Tue Sep 02 17:31:56 EDT 2025,212.254.251.230,,inbound,,3,Moderate
Bounced,<lisa.garcia@university.edu>,Lisa.Garcia <lisa.garcia@university.edu>,<user@example.com>,Account security notification,Sun Sep 07 03:29:55 EDT 2025,127.0.8.22,,inbound,IP Found in RBL,0,
Archived,<contact@tech.com>,Contact <contact@tech.com>,<user@example.com>,Your order confirmation #66837,Sun Sep 14 17:32:48 EDT 2025,74.200.127.150,,inbound,Message Hold Applied - Spam Signature policy,0,
Archived,<promo824@offers.info>,<promo824@offers.info>,<user@example.com>,Exclusive offer just for you,Sun Sep 21 10:53:32 EDT 2025,203.99.147.55,,inbound,Attempt Greylisted,48,Moderate
Archived,<info@consulting.com>,Info <info@consulting.com>,<user@example.com>,Welcome to University Portal,Thu Sep 18 01:52:37 EDT 2025,74.91.162.54,,outbound,Indexed and archived,0,
Held,<support@research.org>,Support <support@research.org>,<user@example.com>,Invoice #94723 from DataSoft,Sun Sep 14 02:30:23 EDT 2025,192.168.134.238,,inbound,,0,
Bounced,<support@gmail.com>,Support <support@gmail.com>,<user@example.com>,Invoice #89001 from DataSoft,Sun Sep 21 04:59:13 EDT 2025,172.30.251.249,,internal,Message Hold Applied - Spam Signature policy,0,
Bounced,<noreply8385@suspicious.net>,<noreply8385@suspicious.net>,<user@example.com>,Exclusive offer just for you,Thu Sep 18 09:41:42 EDT 2025,188.196.1.234,,internal,Message Hold Applied - Spam Signature policy,42,Moderate
Bounced,<marketing8965@offers.info>,<marketing8965@offers.info>,<user@example.com>,Secret method to earn $8297,Wed Sep 17 03:05:32 EDT 2025,207.189.174.249,,internal,Message Hold Applied - Spam Signature policy,5,Moderate
Bounced,<lisa.miller@business.net>,Lisa.Miller <lisa.miller@business.net>,<user@example.com>,Conference registration confirmed,Fri Sep 05 15:19:24 EDT 2025,172.26.116.81,,outbound,Hard Bounce,0,
Archived,<noreply1144@spam.mail>,<noreply1144@spam.mail>,<user@example.com>,FREE trial - act now!,Tue Sep 02 18:58:16 EDT 2025,208.177.213.215,,outbound,,44,Moderate
Held,<promo362@spam.mail>,<promo362@spam.mail>,<user@example.com>,You have won $8310!,Wed Sep 10 00:41:14 EDT 2025,189.108.1.44,,outbound,,79,Moderate
Archived,<admin.garcia@research.org>,Admin.Garcia <admin.garcia@research.org>,<user@example.com>,Monthly report - September,Mon Sep 22 01:06:33 EDT 2025,192.168.22.14,,outbound,Attempt Greylisted,1,
Bounced,<promo992@fake.domain>,<promo992@fake.domain>,<user@example.com>,FREE trial - act now!,Thu Sep 25 17:53:54 EDT 2025,217.212.141.91,,internal,,7,Moderate
Archived,<info.jones@university.edu>,Info.Jones <info.jones@university.edu>,<user@example.com>,Welcome to University Portal,Sat Sep 06 11:06:01 EDT 2025,127.0.109.113,,outbound,,5,
Archived,<noreply@yahoo.com>,Noreply <noreply@yahoo.com>,<user@example.com>,Welcome to University Portal,Fri Sep 26 02:48:07 EDT 2025,127.0.61.241,,outbound,,0,
Bounced,<support.garcia@institution.edu>,Support.Garcia <support.garcia@institution.edu>,<user@example.com>,System maintenance notification,Sat Aug 30 04:16:01 EDT 2025,127.0.150.252,,outbound,Indexed and archived,10,
Archived,<deal672@spam.mail>,<deal672@spam.mail>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 19 06:43:58 EDT 2025,186.238.197.225,,outbound,,21,Moderate
Bounced,<deal732@promo.biz>,<deal732@promo.biz>,<user@example.com>,Lose weight quickly with this trick,Fri Sep 05 11:42:58 EDT 2025,219.158.126.32,,internal,Indexed and archived,28,Moderate
Archived,<promo282@promo.biz>,<promo282@promo.biz>,<user@example.com>,Click here for amazing deals,Fri Sep 19 14:39:48 EDT 2025,210.36.137.232,,inbound,IP Found in RBL,49,Moderate
Bounced,<admin.smith@research.org>,Admin.Smith <admin.smith@research.org>,<user@example.com>,Invoice #97803 from CloudInc,Sat Sep 27 03:19:35 EDT 2025,192.168.234.254,,inbound,,0,
Bounced,<support.brown@research.org>,Support.Brown <support.brown@research.org>,<user@example.com>,Project update - AI Research,Mon Sep 22 06:43:57 EDT 2025,10.128.232.84,,internal,Awaiting indexing,0,
Archived,<marketing6306@untrusted.biz>,<marketing6306@untrusted.biz>,<user@example.com>,Secret method to earn $3637,Wed Sep 17 16:58:33 EDT 2025,192.147.125.185,,internal,Indexed and archived,46,Moderate
Held,<jane.williams@research.org>,Jane.Williams <jane.williams@research.org>,<user@example.com>,Weekly newsletter - Software Update,Mon Sep 22 22:12:07 EDT 2025,66.131.228.187,,inbound,,8,
Held,<deal369@spam.mail>,<deal369@spam.mail>,<user@example.com>,FREE trial - act now!,Wed Sep 17 21:34:09 EDT 2025,210.242.56.118,,inbound,Attempt Greylisted,134,Moderate
Archived,<info@consulting.com>,Info <info@consulting.com>,<user@example.com>,Project update - Software Update,Sat Sep 27 12:01:25 EDT 2025,66.135.127.253,,inbound,IP Found in RBL,9,
Held,<deal592@untrusted.biz>,<deal592@untrusted.biz>,<user@example.com>,Lose weight quickly with this trick,Thu Sep 11 10:09:35 EDT 2025,218.216.46.217,,inbound,,107,Moderate
Archived,<noreply@institution.edu>,Noreply <noreply@institution.edu>,<user@example.com>,Project update - Software Update,Thu Sep 04 03:30:21 EDT 2025,127.0.138.198,,outbound,Attempt Greylisted,0,
Held,<admin.jones@company.com>,Admin.Jones <admin.jones@company.com>,<user@example.com>,Welcome to GitHub,Tue Sep 09 02:37:21 EDT 2025,10.113.3.14,,inbound,,0,
Archived,<offers84@malicious.org>,<offers84@malicious.org>,<user@example.com>,Last chance to save big!,Sat Sep 06 17:29:20 EDT 2025,214.189.54.235,,inbound,,7,Moderate
Held,<contact@tech.com>,Contact <contact@tech.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 20 20:59:09 EDT 2025,10.241.180.106,,outbound,Message Hold Applied - Spam Signature policy,0,
Archived,<promo165@deals.click>,<promo165@deals.click>,<user@example.com>,URGENT: Claim your prize NOW!,Thu Sep 11 03:26:06 EDT 2025,184.49.64.110,,outbound,Awaiting indexing,24,Moderate
Bounced,<deal778@promo.biz>,<deal778@promo.biz>,<user@example.com>,Make money fast - limited time offer,Sun Sep 14 11:10:41 EDT 2025,207.168.62.219,,inbound,,27,Moderate
Archived,<support@institution.edu>,Support <support@institution.edu>,<user@example.com>,Welcome to GitHub,Sun Sep 14 12:11:36 EDT 2025,172.18.18.215,,inbound,,2,
Archived,<sarah.miller@finance.com>,Sarah.Miller <sarah.miller@finance.com>,<user@example.com>,Account security notification,Mon Sep 01 22:17:31 EDT 2025,74.6.34.68,,inbound,,0,
Bounced,<contact@university.edu>,Contact <contact@university.edu>,<user@example.com>,Your order confirmation #64948,Tue Sep 23 00:30:43 EDT 2025,74.207.5.28,,internal,Hard Bounce,3,
Deferred,<marketing6040@offers.info>,<marketing6040@offers.info>,<user@example.com>,URGENT: Claim your prize NOW!,Sat Sep 06 03:23:50 EDT 2025,184.119.216.73,,outbound,Message Hold Applied - Spam Signature policy,9,Moderate
Archived,<marketing3911@fake.domain>,<marketing3911@fake.domain>,<user@example.com>,Secret method to earn $4455,Thu Sep 25 11:10:15 EDT 2025,202.151.134.197,,outbound,,4,Moderate
Rejected,<jane.brown@organization.org>,Jane.Brown <jane.brown@organization.org>,<user@example.com>,Invoice #57555 from TechCorp,Sat Sep 13 08:31:28 EDT 2025,172.21.54.253,,internal,,0,
Bounced,<noreply@tech.com>,Noreply <noreply@tech.com>,<user@example.com>,Account security notification,Sat Sep 27 08:24:32 EDT 2025,192.168.83.178,,internal,IP Found in RBL,1,
Bounced,<marketing3311@spam.mail>,<marketing3311@spam.mail>,<user@example.com>,Congratulations! You are a winner!,Sat Aug 30 04:52:52 EDT 2025,191.151.160.247,,internal,,41,Moderate
Bounced,<marketing4060@fake.domain>,<marketing4060@fake.domain>,<user@example.com>,Secret method to earn $8255,Thu Sep 25 05:15:26 EDT 2025,194.255.10.112,,inbound,,29,Moderate
Bounced,<john.brown@corporate.com>,John.Brown <john.brown@corporate.com>,<user@example.com>,Project update - Security,Wed Sep 10 14:51:43 EDT 2025,66.99.150.252,,inbound,Indexed and archived,0,
Archived,<mike.williams@corporate.com>,Mike.Williams <mike.williams@corporate.com>,<user@example.com>,Welcome to University Portal,Fri Aug 29 20:41:28 EDT 2025,127.0.31.196,,outbound,Attempt Greylisted,15,
Held,<support.garcia@institution.edu>,Support.Garcia <support.garcia@institution.edu>,<user@example.com>,Project update - Software Update,Fri Aug 29 17:36:56 EDT 2025,127.0.81.230,,inbound,,0,
Bounced,<support@gmail.com>,Support <support@gmail.com>,<user@example.com>,Account security notification,Sun Aug 31 12:02:10 EDT 2025,10.193.68.75,,inbound,,0,
Archived,<promo521@offers.info>,<promo521@offers.info>,<user@example.com>,You have won $8743!,Sun Aug 31 19:59:12 EDT 2025,209.1.190.239,,outbound,,12,Moderate
Archived,<sarah.garcia@outlook.com>,Sarah.Garcia <sarah.garcia@outlook.com>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 10 22:20:10 EDT 2025,192.168.100.215,,internal,Hard Bounce,7,
Archived,<deal257@malicious.org>,<deal257@malicious.org>,<user@example.com>,Secret method to earn $512,Sun Sep 07 05:37:00 EDT 2025,191.119.103.150,,outbound,Hard Bounce,21,Moderate
Deferred,<deal934@offers.info>,<deal934@offers.info>,<user@example.com>,Secret method to earn $2269,Sat Sep 13 17:10:52 EDT 2025,219.126.42.222,,internal,IP Found in RBL,13,Moderate
Bounced,<info@research.org>,Info <info@research.org>,<user@example.com>,Meeting reminder for 2025-09-27,Wed Sep 03 19:02:58 EDT 2025,10.238.37.166,Has Attachment,internal,,4,
Rejected,<deal911@phishing.com>,<deal911@phishing.com>,<user@example.com>,Secret method to earn $910,Mon Sep 15 20:20:49 EDT 2025,199.87.116.61,,outbound,,74,Moderate
Held,<deal960@offers.info>,<deal960@offers.info>,<user@example.com>,You have won $6126!,Mon Sep 22 07:02:42 EDT 2025,215.18.153.172,,outbound,,72,Moderate
Archived,<info@finance.com>,Info <info@finance.com>,<user@example.com>,Welcome to GitHub,Tue Sep 16 05:26:43 EDT 2025,74.133.157.243,Has Attachment,internal,,4,
Bounced,<offers94@scam.net>,<offers94@scam.net>,<user@example.com>,Click here for amazing deals,Sat Sep 27 05:52:08 EDT 2025,180.181.41.225,,internal,,36,Moderate
Held,<mike.brown@organization.org>,Mike.Brown <mike.brown@organization.org>,<user@example.com>,Meeting reminder for 2025-09-27,Fri Sep 12 06:40:01 EDT 2025,10.198.252.233,,inbound,,0,
Archived,<marketing2842@suspicious.net>,<marketing2842@suspicious.net>,<user@example.com>,You have won $1940!,Wed Sep 03 00:12:54 EDT 2025,214.216.236.136,,inbound,Hard Bounce,7,Moderate
Bounced,<deal57@offers.info>,<deal57@offers.info>,<user@example.com>,You have won $4709!,Sun Aug 31 04:38:22 EDT 2025,203.95.235.57,,inbound,IP Found in RBL,6,Moderate
Archived,<promo468@offers.info>,<promo468@offers.info>,<user@example.com>,Last chance to save big!,Fri Sep 12 02:44:23 EDT 2025,213.235.124.85,,outbound,Message Hold Applied - Spam Signature policy,17,Moderate
Rejected,<david.brown@business.net>,David.Brown <david.brown@business.net>,<user@example.com>,Welcome to University Portal,Sat Aug 30 00:53:39 EDT 2025,172.16.58.201,,inbound,,0,
Bounced,<promo570@suspicious.net>,<promo570@suspicious.net>,<user@example.com>,URGENT: Claim your prize NOW!,Fri Sep 19 03:57:58 EDT 2025,219.56.237.90,Has Attachment,outbound,,24,Moderate
Archived,<noreply6733@deals.click>,<noreply6733@deals.click>,<user@example.com>,Last chance to save big!,Wed Sep 03 07:59:52 EDT 2025,196.245.46.176,,outbound,Indexed and archived,43,Moderate
Bounced,<marketing9504@deals.click>,<marketing9504@deals.click>,<user@example.com>,Secret method to earn $1831,Fri Sep 05 11:42:57 EDT 2025,201.211.127.39,,internal,Hard Bounce,42,Moderate
Bounced,<info.johnson@yahoo.com>,Info.Johnson <info.johnson@yahoo.com>,<user@example.com>,Invoice #61631 from DataSoft,Fri Sep 19 07:40:18 EDT 2025,127.0.249.172,,outbound,,0,
Bounced,<offers13@marketing.buzz>,<offers13@marketing.buzz>,<user@example.com>,Congratulations! You are a winner!,Sat Sep 06 04:05:35 EDT 2025,191.114.6.3,,internal,,48,Moderate
Archived,<jane.miller@institution.edu>,Jane.Miller <jane.miller@institution.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Thu Aug 28 01:40:31 EDT 2025,74.154.249.135,,outbound,,0,
Archived,<contact@company.com>,Contact <contact@company.com>,<user@example.com>,Monthly report - September,Thu Sep 18 18:41:25 EDT 2025,172.21.186.83,,inbound,,13,
Bounced,<offers34@spam.mail>,<offers34@spam.mail>,<user@example.com>,You have won $1192!,Thu Sep 18 23:32:21 EDT 2025,210.251.87.20,,inbound,,5,Moderate
Archived,<jane.jones@tech.com>,Jane.Jones <jane.jones@tech.com>,<user@example.com>,Conference registration confirmed,Sat Sep 13 05:27:41 EDT 2025,74.48.169.109,,inbound,,0,
Deferred,<jane.smith@university.edu>,Jane.Smith <jane.smith@university.edu>,<user@example.com>,Invoice #12411 from Research Ltd,Thu Sep 18 21:21:58 EDT 2025,74.78.241.239,,outbound,,13,
Archived,<jane.smith@institution.edu>,Jane.Smith <jane.smith@institution.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 06 03:22:18 EDT 2025,172.18.119.138,,inbound,Attempt Greylisted,0,
Archived,<mike.garcia@finance.com>,Mike.Garcia <mike.garcia@finance.com>,<user@example.com>,Conference registration confirmed,Sun Sep 14 12:27:58 EDT 2025,10.243.143.180,,outbound,Indexed and archived,10,
Held,<offers17@spam.mail>,<offers17@spam.mail>,<user@example.com>,FREE trial - act now!,Tue Sep 09 03:21:11 EDT 2025,197.47.122.178,,inbound,,31,Moderate
Bounced,<offers97@spam.mail>,<offers97@spam.mail>,<user@example.com>,Click here for amazing deals,Wed Sep 03 02:24:10 EDT 2025,194.4.253.7,,inbound,Awaiting indexing,23,Moderate
Archived,<mike.johnson@gmail.com>,Mike.Johnson <mike.johnson@gmail.com>,<user@example.com>,Account security notification,Thu Sep 25 02:18:37 EDT 2025,127.0.127.105,,internal,Awaiting indexing,3,
Bounced,<promo883@promo.biz>,<promo883@promo.biz>,<user@example.com>,Make money fast - limited time offer,Wed Sep 10 18:19:08 EDT 2025,206.188.1.51,,inbound,,14,Moderate
Archived,<lisa.williams@organization.org>,Lisa.Williams <lisa.williams@organization.org>,<user@example.com>,Welcome to University Portal,Wed Sep 03 18:44:35 EDT 2025,192.168.86.152,,inbound,,0,
Bounced,<sarah.brown@outlook.com>,Sarah.Brown <sarah.brown@outlook.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sat Sep 20 05:44:10 EDT 2025,10.153.64.187,,outbound,,14,
Archived,<marketing6175@malicious.org>,<marketing6175@malicious.org>,<user@example.com>,Last chance to save big!,Tue Sep 09 03:17:35 EDT 2025,183.56.8.101,,internal,,26,Moderate
Archived,<contact@consulting.com>,Contact <contact@consulting.com>,<user@example.com>,Meeting reminder for 2025-09-27,Sun Sep 14 14:24:56 EDT 2025,74.69.34.60,,internal,,0,
Bounced,<support@corporate.com>,Support <support@corporate.com>,<user@example.com>,Conference registration confirmed,Thu Sep 04 06:38:22 EDT 2025,192.168.194.109,,outbound,,0,
Archived,<jane.jones@finance.com>,Jane.Jones <jane.jones@finance.com>,<user@example.com>,Invoice #27637 from Research Ltd,Thu Sep 04 17:26:09 EDT 2025,127.0.123.37,,outbound,,0,
Archived,<noreply5617@phishing.com>,<noreply5617@phishing.com>,<user@example.com>,Lose weight quickly with this trick,Thu Sep 18 13:38:17 EDT 2025,193.15.235.116,,outbound,,33,Moderate
Bounced,<support.miller@gmail.com>,Support.Miller <support.miller@gmail.com>,<user@example.com>,Invoice #71429 from TechCorp,Sat Aug 30 02:41:11 EDT 2025,74.226.91.23,,outbound,Attempt Greylisted,0,
Archived,<john.miller@gmail.com>,John.Miller <john.miller@gmail.com>,<user@example.com>,Your order confirmation #54214,Sat Aug 30 03:50:09 EDT 2025,10.144.56.252,,internal,Awaiting indexing,9,
Archived,<david.miller@business.net>,David.Miller <david.miller@business.net>,<user@example.com>,System maintenance notification,Wed Sep 24 08:11:21 EDT 2025,74.117.201.151,,internal,Attempt Greylisted,0,
Archived,<deal958@spam.mail>,<deal958@spam.mail>,<user@example.com>,You have won $1995!,Fri Sep 12 13:52:38 EDT 2025,220.173.242.151,,internal,,23,Moderate
Archived,<noreply2417@deals.click>,<noreply2417@deals.click>,<user@example.com>,Congratulations! You are a winner!,Thu Aug 28 20:53:39 EDT 2025,203.159.251.13,,inbound,,40,Moderate
Archived,<promo345@scam.net>,<promo345@scam.net>,<user@example.com>,FREE trial - act now!,Wed Sep 03 00:49:37 EDT 2025,180.231.216.149,,inbound,,34,Moderate
Bounced,<offers51@deals.click>,<offers51@deals.click>,<user@example.com>,Congratulations! You are a winner!,Sun Aug 31 12:24:46 EDT 2025,204.60.150.18,,outbound,IP Found in RBL,8,Moderate
Archived,<support@corporate.com>,Support <support@corporate.com>,<user@example.com>,Project update - Software Update,Mon Sep 08 15:44:13 EDT 2025,66.116.226.23,,outbound,Hard Bounce,0,
Bounced,<admin.jones@consulting.com>,Admin.Jones <admin.jones@consulting.com>,<user@example.com>,Invoice #74229 from Research Ltd,Fri Aug 29 22:58:36 EDT 2025,66.208.49.144,,outbound,Attempt Greylisted,0,
Archived,<deal66@promo.biz>,<deal66@promo.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Tue Sep 09 09:24:24 EDT 2025,217.100.28.250,,outbound,Attempt Greylisted,43,Moderate
Held,<contact@organization.org>,Contact <contact@organization.org>,<user@example.com>,Weekly newsletter - AI Research,Thu Sep 04 11:08:37 EDT 2025,172.27.162.15,,inbound,Hard Bounce,0,
Archived,<deal840@promo.biz>,<deal840@promo.biz>,<user@example.com>,Congratulations! You are a winner!,Wed Sep 24 17:56:37 EDT 2025,217.198.236.237,,inbound,Awaiting indexing,47,Moderate
Archived,<promo543@phishing.com>,<promo543@phishing.com>,<user@example.com>,Lose weight quickly with this trick,Mon Sep 15 05:07:01 EDT 2025,181.58.172.220,,outbound,,31,Moderate
Archived,<noreply7077@spam.mail>,<noreply7077@spam.mail>,<user@example.com>,Secret method to earn $8769,Wed Sep 03 06:26:44 EDT 2025,189.55.234.181,Has Attachment,inbound,,30,Moderate
Archived,<noreply8045@scam.net>,<noreply8045@scam.net>,<user@example.com>,Click here for amazing deals,Thu Sep 25 10:25:34 EDT 2025,188.217.187.167,,internal,Awaiting indexing,39,Moderate
Bounced,<david.miller@university.edu>,David.Miller <david.miller@university.edu>,<user@example.com>,Meeting reminder for 2025-09-27,Mon Sep 22 18:14:48 EDT 2025,192.168.130.168,,internal,,0,
Held,<support.smith@outlook.com>,Support.Smith <support.smith@outlook.com>,<user@example.com>,Your order confirmation #55434,Sun Sep 21 08:07:30 EDT 2025,66.154.134.126,,outbound,,12,
Bounced,<john.jones@organization.org>,John.Jones <john.jones@organization.org>,<user@example.com>,Monthly report - September,Fri Sep 12 14:29:16 EDT 2025,127.0.224.51,,inbound,Hard Bounce,2,
Archived,<support@institution.edu>,Support <support@institution.edu>,<user@example.com>,System maintenance notification,Thu Aug 28 04:49:03 EDT 2025,192.168.18.86,,internal,Hard Bounce,0,
Bounced,<noreply3264@promo.biz>,<noreply3264@promo.biz>,<user@example.com>,Exclusive offer just for you,Fri Sep 26 20:03:36 EDT 2025,204.118.2.132,,inbound,,34,Moderate
Deferred,<support.johnson@gmail.com>,Support.Johnson <support.johnson@gmail.com>,<user@example.com>,Your order confirmation #76644,Sat Sep 06 14:09:12 EDT 2025,74.249.191.138,,inbound,IP Found in RBL,3,
Archived,<support@consulting.com>,Support <support@consulting.com>,<user@example.com>,Your order confirmation #12099,Sat Sep 20 02:13:18 EDT 2025,10.91.136.132,,outbound,,0,
Bounced,<jane.smith@tech.com>,Jane.Smith <jane.smith@tech.com>,<user@example.com>,Account security notification,Wed Sep 24 02:48:34 EDT 2025,66.112.225.3,,outbound,Awaiting indexing,10,
Bounced,<david.brown@outlook.com>,David.Brown <david.brown@outlook.com>,<user@example.com>,Project update - Software Update,Fri Sep 26 03:50:05 EDT 2025,66.233.235.255,,inbound,Hard Bounce,0,
Bounced,<noreply8526@suspicious.net>,<noreply8526@suspicious.net>,<user@example.com>,Secret method to earn $7119,Sat Aug 30 04:46:31 EDT 2025,208.253.22.142,,outbound,Message Hold Applied - Spam Signature policy,4,Moderate
Bounced,<marketing4157@offers.info>,<marketing4157@offers.info>,<user@example.com>,You have won $7961!,Sat Sep 06 09:23:15 EDT 2025,210.154.96.194,,outbound,,36,Moderate
Held,<offers28@suspicious.net>,<offers28@suspicious.net>,<user@example.com>,Make money fast - limited time offer,Mon Sep 08 20:23:35 EDT 2025,214.173.187.234,,inbound,Indexed and archived,11,Moderate
Bounced,<support@business.net>,Support <support@business.net>,<user@example.com>,Monthly report - September,Wed Sep 10 08:43:28 EDT 2025,127.0.133.167,,outbound,,0,
Bounced,<noreply8338@fake.domain>,<noreply8338@fake.domain>,<user@example.com>,Make money fast - limited time offer,Mon Sep 08 09:59:22 EDT 2025,216.119.91.170,,inbound,Indexed and archived,32,Moderate
Held,<noreply7155@promo.biz>,<noreply7155@promo.biz>,<user@example.com>,URGENT: Claim your prize NOW!,Sat Sep 27 04:49:29 EDT 2025,190.244.211.206,,outbound,Attempt Greylisted,49,Moderate
Held,<deal799@spam.mail>,<deal799@spam.mail>,<user@example.com>,Make money fast - limited time offer,Thu Aug 28 15:12:57 EDT 2025,202.144.92.205,,inbound,Hard Bounce,139,Moderate
Archived,<info.williams@gmail.com>,Info.Williams <info.williams@gmail.com>,<user@example.com>,Conference registration confirmed,Mon Sep 15 05:15:36 EDT 2025,10.22.191.87,,inbound,Awaiting indexing,15,
Deferred,<mike.williams@research.org>,Mike.Williams <mike.williams@research.org>,<user@example.com>,Invoice #78860 from TechCorp,Mon Sep 15 22:53:13 EDT 2025,74.201.129.211,,outbound,Hard Bounce,0,
Deferred,<deal99@offers.info>,<deal99@offers.info>,<user@example.com>,Make money fast - limited time offer,Fri Aug 29 09:14:07 EDT 2025,220.103.159.86,,outbound,Indexed and archived,4,Moderate
